laptop_ID,Inches,Ram,Weight,Price_euros,Acer,Apple,Asus,Chuwi,Dell,Fujitsu,Google,HP,Huawei,LG,Lenovo,MSI,Mediacom,Microsoft,Razer,Samsung,Toshiba,Vero,Xiaomi,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Screen Width,Screen Height,CPU Frequency,Memory Amount,Memory Type,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,AMD_CPU,Intel_CPU,Samsung_CPU,AMD_GPU,ARM_GPU,Intel_GPU,Nvidia_GPU
366,15.6,4,1.86,439,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
367,14,8,2,945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
368,17.3,6,2.8,719,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1600,900,2.5,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
369,15.6,8,1.86,639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
370,15.6,8,2.2,499,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2,256000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
371,15.6,8,2.04,389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.6,2000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
372,17.3,8,2.8,1085,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
373,15.6,8,2.4,809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.5,128000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
374,15.6,8,2.33,899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
375,14,8,1.36,1750,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,2.7,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
376,15.6,12,2.26,1099,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,2.7,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
377,15.6,4,2.1,426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,3,128000,SSD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
378,17.3,16,3.25,2199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,3,256000,SSD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
379,17.3,4,2.6,489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1600,900,2.2,128000,SSD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
380,13.3,8,1.62,869.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
381,15.6,4,1.91,488.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,3,256000,SSD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
382,11.6,4,1.59,553,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1366,768,1.1,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
383,15.6,4,1.8,309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.6,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
384,14,4,1.5,286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.1,32000,Flash,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
385,15.6,8,2.4,846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.8,1000000,HDD,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
386,17.3,8,3.35,1191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
387,15.6,4,1.85,403.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2,128000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
388,15.6,8,2.3,1655,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
389,14,8,1.5,1099,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
390,13.3,16,1.1,1748.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,2.7,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
391,14,8,1.13,2282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2560,1440,2.7,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
392,13.3,4,1.5,549,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.4,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
393,15.6,8,2.23,1369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,2.6,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
394,15.6,8,2,2135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,2.7,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
395,14,16,1.42,2509,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2560,1440,2.7,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
396,17.3,8,3,1039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
397,17.3,16,3,1591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
399,15.6,12,2.2,693.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.6,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
400,17.3,8,2.7,1349,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
401,15.6,8,2.33,778.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,256000,SSD,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
402,15.6,4,1.91,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,3,256000,SSD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
403,15.6,8,2.1,1229.56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
404,14,8,1.9,938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
405,15.6,8,1.78,2712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3840,2160,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
406,14,16,1.13,2625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2560,1440,2.7,1000000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
407,15.6,4,2.2,306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.1,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
408,17.3,16,2.9,1529,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
409,15.6,8,2.1,1144.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
410,15.6,8,2.5,879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.8,256000,SSD,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
411,17.3,16,2.8,2249,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
412,14,8,1.1,1873,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,2.7,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
413,13.3,16,1.2,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1920,1080,2.5,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
414,14,8,1.36,1680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,2.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
415,15.6,4,2.2,409,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
416,11.6,2,1.15,304.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.1,32000,Flash,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
417,15.6,8,2.67,1925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,2.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
418,14,8,1.7,1943,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2560,1440,2.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
419,15.6,4,2.1,469,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
420,13.3,8,1.6,789.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
421,13.3,8,1.27,928,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
422,15.6,4,2.3,598.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
423,13.3,4,1.65,689,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
424,14,8,1.43,1500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
425,15.6,8,2.14,539.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.5,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
426,14,8,1.75,1215.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
427,15.6,16,2,1899,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3840,2160,2.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
428,12.3,6,1.4,449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2736,1824,1.1,64000,Flash,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
429,15.6,8,2.31,1427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.9,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
430,15.6,8,2.3,597,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.4,1000000,HDD,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
431,17.3,16,4.42,2799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2560,1440,2.9,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
432,15.6,8,2.62,1159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
433,15.6,8,2.02,1142.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
434,14,8,1.6,1099,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,2.8,256000,SSD,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
435,17.3,12,3.35,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
436,11.6,4,1.16,299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1920,1080,1.1,32000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
437,11.6,4,1.15,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1366,768,1.6,16000,Flash,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
438,13.3,8,1.4,1010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
439,14,4,1.7,599,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
440,15.6,16,2.3,2445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3840,2160,2.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
441,15.6,16,2.5,2449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.9,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
442,17.3,8,3.2,1695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,3.2,256000,SSD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
443,15.6,4,2.1,347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.6,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
444,12.3,16,1.1,2199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2400,1600,1.3,512000,SSD,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
445,14,24,1.32,2382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2560,1440,2.7,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
446,15.6,4,2,559,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
447,17.3,8,2.8,519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1600,900,2.5,1000000,HDD,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
448,15.6,4,2.2,749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
449,12.5,8,1.36,1429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
450,15.6,4,2.2,349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.1,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
451,15.6,8,2.2,1099,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
452,14,8,1.64,1179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
453,15.6,4,2.4,441.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.5,500000,HDD,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
454,15.6,8,2.23,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,3,64000,Flash,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
455,15.6,8,2.2,1027.74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
456,13.5,16,1.25,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2256,1504,2.5,512000,SSD,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
457,15.6,8,1.91,589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.5,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
458,15.6,16,2.17,1975,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,2.7,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
459,15.6,8,2.31,1534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,2.9,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
460,14,8,1.65,1345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
461,15.6,8,2.36,979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
462,11.6,4,1.47,479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1366,768,1.6,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
463,17.3,8,4.42,2046,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
464,13.5,4,1.252,989,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2256,1504,2.2,128000,SSD,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
465,13.5,8,1.25,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2256,1504,2.5,256000,SSD,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
466,17.3,8,2.5,639.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1600,900,2,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
467,15.6,4,2.23,544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
468,11.6,4,1.4,435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1366,768,1.6,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
469,15.6,8,2.37,749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
470,14,8,1.5,799,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.7,512000,SSD,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
471,15.6,8,2.67,2090,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.9,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
472,15.6,4,2,304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,1.1,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
473,15.6,4,2.2,469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
474,15.6,8,2.02,759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,2000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
475,17.3,12,3.78,1699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1920,1080,2.8,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
476,14,12,1.4,1858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2560,1440,2.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
477,13.3,8,1.29,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3840,2160,1.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
478,15.6,8,1.9,1154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,500000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
479,12.3,8,1.1,1275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2400,1600,1.2,128000,SSD,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
480,13.3,8,1.42,1841.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1920,1080,1.6,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
481,15.6,12,2.06,1299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3840,2160,2.6,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
482,14,8,1.79,740,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1366,768,2.3,128000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
483,15.6,8,1.78,2408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1920,1080,2.8,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
484,14,8,1.7,1364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,2.5,180000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
485,15.6,8,2.2,675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.6,1000000,HDD,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
486,13.3,8,1.05,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1920,1080,2.5,256000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
487,15.6,8,2.16,1262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1920,1080,1.8,512000,SSD,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
